id,title,comments,journal-ref,doi,report-no,categories,license,abstract,authors_parsed,pages
0704.0425,QED for fields obeying a square root operator equation,,,,,['hep-th'],,"  Instead of using local field equations - like the Dirac equation for spin-1/2
and the Klein-Gordon equation for spin-0 particles - one could try to use
non-local field equations in order to describe scattering processes. The latter
equations can be obtained by means of the relativistic energy together with the
correspondence principle, resulting in equations with a square root operator.
By coupling them to an electromagnetic field and expanding the square root (and
taking into account terms of quadratic order in the electromagnetic coupling
constant e), it is possible to calculate scattering matrix elements within the
framework of quantum electrodynamics, e.g. like those for Compton scattering or
for the scattering of two identical particles. This will be done here for the
scalar case. These results are then compared with the corresponding ones based
on the Klein-Gordon equation. A proposal of how to transfer these reflections
to the spin-1/2 case is also presented.
","[['Gleim', 'Tobias', '']]",
0704.0426,Feedback from first radiation sources: H- photodissociation,"4 pages, 2 figures","Astrophys.J.665:L85-L88, 2007",10.1086/521438,,['astro-ph'],,"  During the epoch of reionization, the formation of radiation sources is
accompanied by the growth of a H- photodissociating flux. We estimate the
impact of this flux on the formation of molecular hydrogen and cooling in the
first galaxies, assuming different types of radiation sources (e.g. Pop II and
Pop III stars, miniquasars). We find that H- photodissociation reduces the
formation of H2 molecules by a factor of ~1+1000k_s*x/(f_esc*delta), where x is
the mean ionized fraction in the IGM, f_esc is the fraction of ionizing photons
that escape from their progenitor halos, delta is the local gas overdensity and
k_s is an order unity constant which depends on the type of radiation source.
By the time a significant fraction of the universe becomes ionized, H-
photodissociation may significantly reduce the H2 abundance and, with it, the
primordial star formation rate, delaying the progress of reionization.
","[['Chuzhoy', 'Leonid', ''], ['Kuhlen', 'Michael', ''], ['Shapiro', 'Paul R.', '']]",4.0
0704.0427,The 3D +-J Ising model at the ferromagnetic transition line,"23 pages, 12 figs",Phys. Rev. B 76 (2007) 094402,10.1103/PhysRevB.76.094402,,"['cond-mat.dis-nn', 'cond-mat.stat-mech']",,"  We study the critical behavior of the three-dimensional $\pm J$ Ising model
[with a random-exchange probability $P(J_{xy}) = p \delta(J_{xy} - J) + (1-p)
\delta(J_{xy} + J)$] at the transition line between the paramagnetic and
ferromagnetic phase, which extends from $p=1$ to a multicritical (Nishimori)
point at $p=p_N\approx 0.767$. By a finite-size scaling analysis of Monte Carlo
simulations at various values of $p$ in the region $p_N<p<1$, we provide strong
numerical evidence that the critical behavior along the ferromagnetic
transition line belongs to the same universality class as the three-dimensional
randomly-dilute Ising model. We obtain the results $\nu=0.682(3)$ and
$\eta=0.036(2)$ for the critical exponents, which are consistent with the
estimates $\nu=0.683(2)$ and $\eta=0.036(1)$ at the transition of
randomly-dilute Ising models.
","[['Hasenbusch', 'Martin', ''], ['Toldin', 'Francesco Parisen', ''], ['Pelissetto', 'Andrea', ''], ['Vicari', 'Ettore', '']]",23.0
0704.0428,Star Formation in the Bok Globule CB54,Accepted for Publication in The Astrophysical Journal,"Astrophys.J.664:377-383,2007",10.1086/518651,,['astro-ph'],,"  We present mid-infrared (10.4 \micron, 11.7 \micron, and 18.3 \micron)
imaging intended to locate and characterize the suspected protostellar
components within the Bok globule CB54. We detect and confirm the protostellar
status for the near-infrared source CB54YC1-II. The mid-infrared luminosity for
CB54YC1-II was found to be $L_{midir} \approx 8 L_\sun$, and we estimate a
central source mass of $M_* \approx 0.8 M_\sun$ (for a mass accretion rate of
${\dot M}=10^{-6} M_\sun yr^{-1}$). CB54 harbors another near-infrared source
(CB54YC1-I), which was not detected by our observations. The non-detection is
consistent with CB54YC1-I being a highly extinguished embedded young A or B
star or a background G or F giant. An alternative explanation for CB54YC1-I is
that the source is an embedded protostar viewed at an extremely high
inclination angle, and the near-infrared detections are not of the central
protostar, but of light scattered by the accretion disk into our line of sight.
In addition, we have discovered three new mid-infrared sources, which are
spatially coincident with the previously known dense core in CB54. The source
temperatures ($\sim100$K) and association of the mid-infrared sources with the
dense core suggests that these mid-infrared objects may be embedded class 0
protostars.
","[['Ciardi', 'David R.', ''], ['Martin', 'Cynthia Gomez', '']]",
0704.0429,"Quantitative Resolution to some ""Absolute Discrepancies"" in Cancer
  Theories: a View from Phage lambda Genetic Switch","latex, 7 pages","CellularOncology29:67-69,2007",,,"['q-bio.SC', 'q-bio.CB']",,"  Is it possible to understand cancer? Or more specifically, is it possible to
understand cancer from genetic side? There already many answers in literature.
The most optimistic one has claimed that it is mission-possible. Duesberg and
his colleagues reviewed the impressive amount of research results on cancer
accumulated over 100 years. It confirms the a general opinion that considering
all available experimental results and clinical observations there is no cancer
theory without major difficulties, including the prevailing gene-based cancer
theories. They have then listed 9 ""absolute discrepancies"" for such cancer
theory. In this letter the quantitative evidence against one of their major
reasons for dismissing mutation cancer theory, by both in vivo experiment and a
first principle computation, is explicitly pointed out.
","[['Ao', 'P.', '']]",7.0
0704.0430,"Reduced phase space and toric variety coordinatizations of Delzant
  spaces",18 pages,,,,"['math.SG', 'math.AG']",,"  In this note we describe the natural coordinatizations of a Delzant space
defined as a reduced phase space (symplectic geometry view-point) and give
explicit formulas for the coordinate transformations. For each fixed point of
the torus action on the Delzant polytope, we have a maximal coordinatization of
an open cell in the Delzant space which contains the fixed point. This cell is
equal to the domain of definition of one of the natural coordinatizations of
the Delzant space as a toric variety (complex algebraic geometry view-point),
and we give an explicit formula for the toric variety coordinates in terms of
the reduced phase space coordinates. We use considerations in the maximal
coordinate neighborhoods to give simple proofs of some of the basic facts about
the Delzant space, as a reduced phase space, and as a toric variety. These can
be viewed as a first application of the coordinatizations, and serve to make
the presentation more self-contained.
","[['Duistermaat', 'J. J.', ''], ['Pelayo', 'A.', '']]",18.0
0704.0431,Fragmentation of general relativistic quasi-toroidal polytropes,"2 pages, 1 figure. Submitted to the Proceedings of the 11th Marcel
  Grossmann Meeting (MG11) in Berlin, Germany, July 23-29, 2006",,10.1142/9789812834300_0199,,"['gr-qc', 'astro-ph.HE']",,"  We investigate the role of rotational instabilities in the context of black
hole formation in relativistic stars. In addition to the standard scenario - an
axially symmetric dynamical instability forming a horizon at the star's center
- the recently found low-$T/|W|$ instabilities are shown to lead to
fragmentation and off-center horizon formation in differentially rotating
stars. This process might be an alternative pathway to produce SMBHs from
supermassive stars with inefficient angular momentum transport.
","[['Zink', 'Burkhard', ''], ['Stergioulas', 'Nikolaos', ''], ['Hawke', 'Ian', ''], ['Ott', 'Christian D.', ''], ['Schnetter', 'Erik', ''], ['Mueller', 'Ewald', '']]",2.0
0704.0432,"A Survey of Huebschmann and Stasheff's Paper: Formal Solution of the
  Master Equation via HPT and Deformation Theory",24 pages,,,,['math.QA'],,"  These notes, based on the paper ""Formal Solution of the Master Equation via
HPT and Deformation Theory"" by Huebschmann and Stasheff, were prepared for a
series of talks at Illinois State University with the intention of applying
Homological Perturbation Theory to the derived bracket constructions of
Kosmann-Schwarzbach and T. Voronov, and eventually writing Part II of the paper
""Higher Derived Brackets and Deformation Theory I"" by the present authors.
","[['Akman', 'Fusun', ''], ['Ionescu', 'Lucian M.', '']]",24.0
0704.0433,A variational formulation of electrodynamics with external sources,"23 pages, to appear in Int. J. Geom. Methods Mod. Phys. (IJGMMP)","Int. J. Geom. Methods Mod. Phys. 6 (2009), 173-200",10.1142/S0219887809003461,,"['math-ph', 'math.DG', 'math.MP']",http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We present a variational formulation of electrodynamics using de Rham even
and odd differential forms. Our formulation relies on a variational principle
more complete than the Hamilton principle and thus leads to field equations
with external sources and permits the derivation of the constitutive relations.
We interpret a domain in space-time as an odd de Rham 4-current. This permits a
treatment of different types of boundary problems in an unified way. In
particular we obtain a smooth transition to the infinitesimal version by using
a current with a one point support.
","[['De Nicola', 'Antonio', ''], ['Tulczyjew', 'Wlodzimierz M.', '']]",23.0
0704.0434,"Protein and ionic surfactants - promoters and inhibitors of contact line
  pinning","3 pages, 4 figures",,,,"['physics.chem-ph', 'physics.flu-dyn']",,"  We report a new effect of surfactants in pinning a drop contact line,
specifically that lysozyme promotes while lauryl sulfate inhibits pinning. We
explain the pinning disparity assuming difference in wetting: the protein-laden
drop wets a ""clean"" surface and the surfactant-laden drop wets an
auto-precursored surface.
","[['Berejnov', 'Viatcheslav V.', '']]",3.0
0704.0435,Type D Einstein spacetimes in higher dimensions,"24 pages. v2: new appendix on geometric optics of higher dimensional
  Kerr-NUT-AdS black holes, minor changes in the text. To appear in
  Class.Quant.Grav","Class.Quant.Grav.24:4407-4428,2007",10.1088/0264-9381/24/17/009,,"['gr-qc', 'hep-th']",,"  We show that all static spacetimes in higher dimensions are of Weyl types G,
I_i, D or O. This applies also to stationary spacetimes if additional
conditions are fulfilled, as for most known black hole/ring solutions. (The
conclusions change when the Killing generator becomes null, such as at Killing
horizons.) Next we demonstrate that the same Weyl types characterize warped
product spacetimes with a one-dimensional Lorentzian (timelike) factor, whereas
warped spacetimes with a two-dimensional Lorentzian factor are restricted to
the types D or O. By exploring the Bianchi identities, we then analyze the
simplest non-trivial case from the above classes - type D vacuum spacetimes,
possibly with a cosmological constant, dropping, however, the assumptions that
the spacetime is static, stationary or warped. It is shown that for ``generic''
type D vacuum spacetimes the corresponding principal null directions are
geodetic in any dimension (this applies also to type II spacetimes). For n>=5,
however, there may exist particular cases of type D spacetimes which admit
non-geodetic multiple principal null directions and we present such examples in
any n>=7. Further studies are restricted to five dimensions, where the type D
Weyl tensor is described by a 3x3 matrix \Phi_{ij}. In the case with
``twistfree'' (A_{ij}=0) principal null geodesics we show that in a ``generic''
case \Phi_{ij} is symmetric and eigenvectors of \Phi_{ij} coincide with those
of the expansion matrix S_{ij}, providing us with three preferred spacelike
directions of the spacetime. Similar results are also obtained when relaxing
the twistfree condition and assuming instead that \Phi_{ij} is symmetric. The
n=5 Myers-Perry black hole and Kerr-NUT-AdS metrics in arbitrary dimension are
briefly studied as specific examples of type D vacuum spacetime.
","[['Pravda', 'Vojtech', ''], ['Pravdova', 'Alena', ''], ['Ortaggio', 'Marcello', '']]",24.0
0704.0436,Eigen Equation of the Nonlinear Spinor,"8 pages, no figures",,,,['physics.gen-ph'],,"  How to effectively solve the eigen solutions of the nonlinear spinor field
equation coupling with some other interaction fields is important to understand
the behavior of the elementary particles. In this paper, we derive a simplified
form of the eigen equation of the nonlinear spinor, and then propose a scheme
to solve their numerical solutions. This simplified equation has elegant and
neat structure, which is more convenient for both theoretical analysis and
numerical computation.
","[['Gu', 'Ying-Qiu', ''], ['Li', 'Ta-tsien', '']]",8.0
0704.0437,Measurement of B(D_S^+ --> ell^+ nu) and the Decay Constant f_D_{S^+},"24 pages postscript,also available through
  http://www.lns.cornell.edu/public/CLNS/2007/, Submitted to PRD","Phys.Rev.D76:072002,2007",10.1103/PhysRevD.76.072002,"CLNS 07/1990, CLEO 07-02","['hep-ex', 'hep-lat', 'hep-ph']",,"  We examine e+e- --> Ds- Ds*+ and Ds*- Ds+ interactions at 4170 MeV using the
CLEO-c detector in order to measure the decay constant fDs+. We use the Ds+ -->
l+ nu channel, where the l+ designates either a mu+ or a tau+, when the tau+
--> pi+ nu. Analyzing both modes independently, we determine B(Ds+ --> mu+ nu)
= (0.594 +- 0.066 +- 0.031)%, and B(Ds+ --> tau+ nu) = (8.0 +- 1.3 +- 0.4)%. We
also analyze them simultaneously to find an effective value of B{eff}(Ds+ -->
mu+ nu) = (0.638 +- 0.059 +- 0.033)% and extract fDs = (274 +- 13 +- 7) MeV.
Combining with our previous determination of B(D+ -> mu+ nu), we also find the
ratio fDs/fD+ = 1.23 +- 0.11 +- 0.04. We compare to current theoretical
estimates. Finally, we find B(Ds+ --> e+ nu) < 1.3 x10^{-4} at 90% confidence
level.
","[['CLEO Collaboration', '', ''], ['Pedlar', 'T. K.', '']]",24.0
0704.0438,"Broadening the Higgs Boson with Right-Handed Neutrinos and a Higher
  Dimension Operator at the Electroweak Scale",17+1 pages. Corrected a small error and updated references,"Phys.Rev.D76:075006,2007",10.1103/PhysRevD.76.075006,RUNHETC-04-2007,['hep-ph'],,"  The existence of certain TeV suppressed higher-dimension operators may open
up new decay channels for the Higgs boson to decay into lighter right-handed
neutrinos. These channels may dominate over all other channels if the Higgs
boson is light. For a Higgs boson mass larger than $2 m_W$ the new decays are
subdominant yet still of interest. The right-handed neutrinos have macroscopic
decay lengths and decay mostly into final states containing leptons and quarks.
A distinguishing collider signature of this scenario is a pair of displaced
vertices violating lepton number. A general operator analysis is performed
using the minimal flavor violation hypothesis to illustrate that these novel
decay processes can occur while remaining consistent with experimental
constraints on lepton number violating processes. In this context the question
of whether these new decay modes dominate is found to depend crucially on the
approximate flavor symmetries of the right-handed neutrinos.
","[['Graesser', 'Michael L.', '']]",1.0
0704.0439,Coulomb blockade of anyons,"Published version, 4 pages including 3 figures","Phys. Rev. Lett. 99, 096801 (2007)",10.1103/PhysRevLett.99.096801,,['cond-mat.mes-hall'],,"  Coulomb interaction turns anyonic quasiparticles of a primary quantum Hall
liquid with filling factor $\nu =1/(2m+1)$ into hard-core anyons. We have
developed a model of coherent transport of such quasiparticles in systems of
multiple antidots by extending the Wigner-Jordan description of 1D abelian
anyons to tunneling problems. We show that the anyonic exchange statistics
manifests itself in tunneling conductance even in the {\em absence} of
quasiparticle exchanges. In particular, it can be seen as a non-vanishing
resonant peak associated with quasiparticle tunneling through a line of three
antidots.
","[['Averin', 'Dmitri V.', ''], ['Nesteroff', 'James A.', '']]",4.0
0704.0440,"Dynamics of a quantum phase transition in a ferromagnetic Bose-Einstein
  condensate","4 pages & figures, significantly improved presentation with respect
  to the first submission","Phys.Rev.Lett.99:130402,2007",10.1103/PhysRevLett.99.130402,LAUR-07-1400,"['cond-mat.other', 'hep-th', 'quant-ph']",,"  We discuss dynamics of a slow quantum phase transition in a spin-1
Bose-Einstein condensate. We determine analytically the scaling properties of
the system magnetization and verify them with numerical simulations in a one
dimensional model.
","[['Damski', 'Bogdan', ''], ['Zurek', 'Wojciech H.', '']]",4.0
0704.0441,Evidence for a planetary companion around a nearby young star,"11 pages, 4 figures, to be published in ApJL",,10.1086/518213,,['astro-ph'],,"  We report evidence for a planetary companion around the nearby young star HD
70573. The star is a G type dwarf located at a distance of 46 pc with age
estimation between 20 and 300 Myrs. We carried out spectroscopic observations
of this star with FEROS at the 2.2 m MPG/ESO telescope at La Silla. Our
spectroscopic analysis yields a spectral type of G1-1.5V and an age of about
100 Myrs. Variations in stellar radial velocity of HD 70573 have been monitored
since December 2003 until January 2007. The velocity accuracy of FEROS within
this period is about 10 m/s. HD 70573 shows a radial velocity variation with a
period of 852 +/- 12 days and a semi-amplitude of 149 +/- 6 m/s. The period of
this variation is significantly longer than its rotational period, which is 3.3
days. Based on the analysis of the Ca II K emission line, Halpha and Teff
variation as stellar activity indicators as well as the lack of a correlation
between the bisector velocity span and the radial velocity, we can exclude the
rotational modulation and non-radial pulsations as the source of the
long-period radial velocity variation. Thus, the presence of a low-mass
companion around the star provides the best explanation for the observed radial
velocity variation. Assuming a primary mass m1=1.0 +/- 0.1 Msun for the host
star, we calculated a minimum mass of the companion m2sini of 6.1 Mjup, which
lies in the planetary mass regime, and an orbital semi-major axis of 1.76 AU.
The orbit of the planet has an eccentricity of e=0.4. The planet discovery
around the young star HD 70573 gives an important input for the study of debris
disks around young stars and their relation to the presence of planets.
","[['Setiawan', 'J.', ''], ['Weise', 'P.', ''], ['Henning', 'Th.', ''], ['Launhardt', 'R.', ''], ['Müller', 'A.', ''], ['Rodmann', 'J.', '']]",11.0
0704.0442,Quantum electromagnetic X-waves,4 pages,"JOSA B, Vol. 24, Issue 9, pp. 2195-2198 (2007)",10.1364/JOSAB.24.002195,,"['physics.optics', 'physics.gen-ph', 'quant-ph']",,"  We show that two distinct quantum states of the electromagnetic field can be
associated to a classical vector X wave or a propagation-invariant solution of
Maxwell equations. The difference between the two states is of pure quantum
mechanical origin since they are internally entangled and disentangled,
respectively and can be generated by different linear or nonlinear processes.
Detection and generation of Schr\""odinger-cat states comprising two entangled
X-waves and their possible applications are discussed.
","[['Ciattoni', 'Alessandro', ''], ['Conti', 'Claudio', '']]",4.0
0704.0443,"Neutron-neutron scattering length from the reaction gamma d --> pi^+ nn
  employing chiral perturbation theory","14 pages, 8 figures","Eur.Phys.J.A33:339-348,2007",10.1140/epja/i2007-10461-y,"FZJ-IKP-TH-2007-13, HISKP-TH-07/12","['nucl-th', 'nucl-ex']",,"  We discuss the possibility to extract the neutron-neutron scattering length
a_{nn} from experimental spectra on the reaction gamma d --> pi^+ nn. The
transition operator is calculated to high accuracy from chiral perturbation
theory. We argue that for properly chosen kinematics, the theoretical
uncertainty of the method can be as low as 0.1 fm.
","[['Lensky', 'V.', ''], ['Baru', 'V.', ''], ['Epelbaum', 'E.', ''], ['Hanhart', 'C.', ''], ['Haidenbauer', 'J.', ''], ['Kudryavtsev', 'A.', ''], ['Meißner', 'Ulf-G.', '']]",14.0
0704.0444,"Multiple Unfoldings of Orbifold Singularities: Engineering Geometric
  Analogies to Unification","4 pages, 2 figures.",,10.1103/PhysRevD.79.046005,,['hep-th'],,"  Katz and Vafa showed how charged matter can arise geometrically by the
deformation of ADE-type orbifold singularities in type IIa, M-theory, and
F-theory compactifications. In this paper we use those same basic ingredients,
used there to geometrically engineer specific matter representations, here to
deform the compactification manifold itself in a way which naturally
compliments many features of unified model building. We realize this idea
explicitly by deforming a manifold engineered to give rise to an $SU_5$ grand
unified model into a one giving rise to the Standard Model. In this framework,
the relative local positions of the singularities giving rise to Standard Model
fields are specified in terms of the values of a small number of complex
structure moduli which deform the original manifold, greatly reducing the
arbitrariness of their relative positions.
","[['Bourjaily', 'Jacob L.', '']]",4.0
0704.0445,"Geometrically Engineering the Standard Model: Locally Unfolding Three
  Families out of E8","10 pages, 3 figures. Corrected typos and general editing blemishes","Phys.Rev.D76:046004,2007",10.1103/PhysRevD.76.046004,,['hep-th'],,"  This paper extends and builds upon the results of an earlier paper, in which
we described how to use the tools of geometrical engineering to deform
geometrically-engineered grand unified models into ones with lower symmetry.
This top-down unfolding has the advantage that the relative positions of
singularities giving rise to the many `low energy' matter fields are related by
only a few parameters which deform the geometry of the unified model. And
because the relative positions of singularities are necessary to compute the
superpotential, for example, this is a framework in which the arbitrariness of
geometrically engineered models can be greatly reduced.
  In our earlier paper, this picture was made concrete for the case of
deforming the representations of an SU(5) model into their Standard Model
content. In this paper we continue that discussion to show how a geometrically
engineered 16 of SO(10) can be unfolded into the Standard Model, and how the
three families of the Standard Model uniquely emerge from the unfolding of a
single, isolated E8 singularity.
","[['Bourjaily', 'Jacob L.', '']]",10.0
0704.0446,"The classification of surfaces with p_g=q=1 isogenous to a product of
  curves","19 pages. Final version, to appear in Adv. Geom","Adv. Geom. 9 (2009), 233-256",10.1515/ADVGEOM.2009.015,,"['math.AG', 'math.GR']",http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  A projective surface S is said to be isogenous to a product if there exist
two smooth curves C, F and a finite group G acting freely on C \times F so that
S=(C \times F)/G. In this paper we classify all surfaces with p_g=q=1 which are
isogenous to a product.
","[['Carnovale', 'Giovanna', ''], ['Polizzi', 'Francesco', '']]",19.0
0704.0447,Manipulating the rotational properties of a two-component Bose gas,"4 pages, RevTex, 4 figures","New J. Phys., 10 (2008) 033029",10.1088/1367-2630/10/3/033029,,['cond-mat.mes-hall'],,"  A rotating, two-component Bose-Einstein condensate is shown to exhibit
vortices of multiple quantization, which are possible due to the interatomic
interactions between the two species. Also, persistent currents are absent in
this system. Finally, the order parameter has a very simple structure for a
range of angular momenta.
","[['Christensson', 'J.', ''], ['Bargi', 'S.', ''], ['Karkkainen', 'K.', ''], ['Yu', 'Y.', ''], ['Kavoulakis', 'G. M.', ''], ['Manninen', 'M.', ''], ['Reimann', 'S. M.', '']]",4.0
0704.0448,Giant Planet Migration in Viscous Power-Law Discs,Accepted by ApJ Figures adjusted for astro-ph,"Astrophys.J.663:1325-1334,2007",10.1086/518591,,['astro-ph'],,"  Many extra-solar planets discovered over the past decade are gas giants in
tight orbits around their host stars. Due to the difficulties of forming these
`hot Jupiters' in situ, they are generally assumed to have migrated to their
present orbits through interactions with their nascent discs. In this paper, we
present a systematic study of giant planet migration in power law discs. We
find that the planetary migration rate is proportional to the disc surface
density. This is inconsistent with the assumption that the migration rate is
simply the viscous drift speed of the disc. However, this result can be
obtained by balancing the angular momentum of the planet with the viscous
torque in the disc. We have verified that this result is not affected by
adjusting the resolution of the grid, the smoothing length used, or the time at
which the planet is released to migrate.
","[['Edgar', 'R. G.', '']]",
0704.0449,"Worldsheet Instantons and Torsion Curves, Part B: Mirror Symmetry","59 pages, LaTeX","JHEP0710:023,2007",10.1088/1126-6708/2007/10/023,"UPR 1178-T, DISTA-2007, TUW-07-08",['hep-th'],,"  We apply mirror symmetry to the problem of counting holomorphic rational
curves in a Calabi-Yau threefold X with Z_3 x Z_3 Wilson lines. As we found in
Part A [hep-th/0703182], the integral homology group H_2(X,Z)=Z^3 + Z_3 + Z_3
contains torsion curves. Using the B-model on the mirror of X as well as its
covering spaces, we compute the instanton numbers. We observe that X is
self-mirror even at the quantum level. Using the self-mirror property, we
derive the complete prepotential on X, going beyond the results of Part A. In
particular, this yields the first example where the instanton number depends on
the torsion part of its homology class. Another consequence is that the
threefold X provides a non-toric example for the conjectured exchange of
torsion subgroups in mirror manifolds.
","[['Braun', 'Volker', ''], ['Kreuzer', 'Maximilian', ''], ['Ovrut', 'Burt A.', ''], ['Scheidegger', 'Emanuel', '']]",59.0
0704.0450,Disorder screening near the Mott-Anderson transition,"2 pages, 3 figures, submitted to SCES proceedings","Physica B 403, 1417 (2008)",10.1016/j.physb.2007.10.213,,['cond-mat.str-el'],,"  Correlation-driven screening of disorder is studied within the typical-medium
dynamical mean-field theory (TMT-DMFT) of the Mott-Anderson transition. In the
strongly correlated regime, the site energies epsilon_R^i characterizing the
effective disorder potential are strongly renormalized due to the phenomenon of
Kondo pinning. This effect produces very strong screening when the interaction
U is stronger then disorder W, but applies only to a fraction of the sites in
the opposite limit (U<W).
","[['Aguiar', 'M. C. O.', ''], ['Dobrosavljevic', 'V.', ''], ['Abrahams', 'E.', ''], ['Kotliar', 'G.', '']]",2.0
0704.0451,Electromigrated nanoscale gaps for surface-enhanced Raman spectroscopy,"29 pages, 11 figures (includes supp. material)","Nano Lett. 7, 1396-1400 (2007)",10.1021/nl070625w,,['cond-mat.mes-hall'],,"  Single-molecule detection with chemical specificity is a powerful and much
desired tool for biology, chemistry, physics, and sensing technologies.
Surface-enhanced spectroscopies enable single molecule studies, yet reliable
substrates of adequate sensitivity are in short supply. We present a simple,
scaleable substrate for surface-enhanced Raman spectroscopy (SERS)
incorporating nanometer-scale electromigrated gaps between extended electrodes.
Molecules in the nanogap active regions exhibit hallmarks of very high Raman
sensitivity, including blinking and spectral diffusion. Electrodynamic
simulations show plasmonic focusing, giving electromagnetic enhancements
approaching those needed for single-molecule SERS.
","[['Ward', 'D. R.', ''], ['Grady', 'N. K.', ''], ['Levin', 'C. S.', ''], ['Halas', 'N. J.', ''], ['Wu', 'Y.', ''], ['Nordlander', 'P.', ''], ['Natelson', 'D.', '']]",29.0
0704.0452,"Dramatic Variability of X-ray Absorption Lines in the Black Hole
  Candidate Cygnus X-1","19 pages, 7 figures, 1 table, accepted by ApJ","Astrophys.J.663:1207-1214,2007",10.1086/518639,,['astro-ph'],,"  We report results from a 30 ks observation of Cygnus X-1 with the High Energy
Transmission Grating Spectrometer (HETGS) on board the {\em Chandra X-ray
Observatory}. Numerous absorption lines were detected in the HETGS spectrum.
The lines are associated with highly ionized Ne, Na, Mg, Al, Si, S, and Fe,
some of which have been seen in earlier HETGS observations. Surprisingly,
however, we discovered dramatic variability of the lines over the duration of
the present observation. For instance, the flux of the Ne X line at 12.14 \AA\
was about $5 \times 10^{-3}$ photons cm$^{-2}$ s$^{-1}$ in the early part of
the observation but became subsequently undetectable, with a 99% upper limit of
$0.06 \times 10^{-3}$ photons cm$^{-2}$ s$^{-1}$ on the flux of the line. This
implies that the line weakened by nearly two orders of magnitude on a timescale
of hours. The overall X-ray flux of the source did also vary during the
observation but only by 20--30%. For Cyg X-1, the absorption lines are
generally attributed to the absorption of X-rays by ionized stellar wind in the
binary system. Therefore, they may provide valuable diagnostics on the physical
condition of the wind. We discuss the implications of the results.
","[['Chang', 'Chulhoon', ''], ['Cui', 'Wei', '']]",19.0
0704.0453,"Antiferromagnetism-superconductivity competition in electron-doped
  cuprates triggered by oxygen reduction","4 pages, 4 figures","Physical Review Letters 99, 157002 (2007)",10.1103/PhysRevLett.99.157002,,"['cond-mat.supr-con', 'cond-mat.str-el']",,"  We have performed a systematic angle-resolved photoemission study of as-grown
and oxygen-reduced Pr$_{2-x}$Ce$_x$CuO$_4$ and Pr$_{1-x}$LaCe$_{x}$CuO$_4$
electron-doped cuprates. In contrast to the common belief, neither the band
filling nor the band parameters are significantly affected by the oxygen
reduction process. Instead, we show that the main electronic role of the
reduction process is to remove an anisotropic leading edge gap around the Fermi
surface. While the nodal leading edge gap is induced by long-range
antiferomagnetic order, the origin of the antinodal one remains unclear.
","[['Richard', 'P.', ''], ['Neupane', 'M.', ''], ['Xu', 'Y. -M.', ''], ['Fournier', 'P.', ''], ['Li', 'S.', ''], ['Dai', 'Pengcheng', ''], ['Wang', 'Z.', ''], ['Ding', 'H.', '']]",4.0
0704.0454,An Extrasolar Planet Census with a Space-based Microlensing Survey,White Paper Submitted to the NASA/NSF ExoPlanet Task Force,,,,['astro-ph'],,"  A space-based gravitational microlensing exoplanet survey will provide a
statistical census of exoplanets with masses down to 0.1 Earth-masses and
orbital separations ranging from 0.5AU to infinity. This includes analogs to
all the Solar System's planets except for Mercury, as well as most types of
planets predicted by planet formation theories. Such a survey will provide
results on the frequency of planets around all types of stars except those with
short lifetimes. Close-in planets with separations < 0.5 AU are invisible to a
space-based microlensing survey, but these can be found by Kepler. Other
methods, including ground-based microlensing, cannot approach the comprehensive
statistics on the mass and semi-major axis distribution of extrasolar planets
that a space-based microlensing survey will provide. The terrestrial planet
sensitivity of a ground-based microlensing survey is limited to the vicinity of
the Einstein radius at 2-3 AU, and space-based imaging is needed to identify
and determine the mass of the planetary host stars for the vast majority of
planets discovered by microlensing. Thus, a space-based microlensing survey is
likely to be the only way to gain a comprehensive understanding of the nature
of planetary systems, which is needed to understand planet formation and
habitability. The proposed Microlensing Planet Finder (MPF) mission is an
example of a space-based microlensing survey that can accomplish these
objectives with proven technology and a cost that fits comfortably under the
NASA Discovery Program cost cap.
","[['Bennett', 'D. P.', ''], ['Anderson', 'J.', ''], ['Beaulieu', 'J. -P.', ''], ['Bond', 'I.', ''], ['Cheng', 'E.', ''], ['Cook', 'K.', ''], ['Friedman', 'S.', ''], ['Gaudi', 'B. S.', ''], ['Gould', 'A.', ''], ['Jenkins', 'J.', ''], ['Kimble', 'R.', ''], ['Lin', 'D.', ''], ['Rich', 'M.', ''], ['Sahu', 'K.', ''], ['Tenerelli', 'D.', ''], ['Udalski', 'A.', ''], ['Yock', 'P.', '']]",
